Ticker,Close,MA3,MA5,MA10,MA20,MA50,MA100,Range_Ticks,Vol_Pct,Volume,MA_Tight,Signal
AALI.JK,7400.0,7450.0,7520.0,7565.0,7521.25,7536.5,7668.25,6.6,1.145590006031736,778800,False,False
ABBA.JK,49.0,49.666666666666664,50.2,50.4,50.55,53.02,57.5,4.020000000000003,2.168232049437544,321000,True,False
ABDA.JK,2700.0,2810.0,2930.0,2805.0,2540.0,3081.6,2892.6,54.15999999999999,8.375322652948253,700,False,False
ABMM.JK,2940.0,2903.3333333333335,2902.0,2897.0,2859.0,2861.0,2879.6,8.1,0.9807907157914618,3199600,False,False
ACES.JK,390.0,395.3333333333333,396.4,397.8,400.1,406.96,419.06,8.47999999999999,0.9791412032558557,62812500,False,False
ACST.JK,122.0,126.33333333333333,128.0,128.7,128.4,137.4,136.39,15.400000000000006,1.6160961136590177,5474200,False,False
ADCP.JK,52.0,53.666666666666664,54.8,55.5,55.6,56.92,56.29,4.920000000000002,1.7551305947108398,19604600,True,False
ADHI.JK,228.0,236.66666666666666,242.4,240.2,236.1,248.88,253.94,10.439999999999998,3.5807947485089864,19834500,False,False
ADMF.JK,8650.0,8658.333333333334,8685.0,8650.0,8471.25,8524.0,8626.5,8.55,2.1187659275690827,181500,False,False
ADMG.JK,200.0,212.0,214.4,219.8,218.9,213.22,181.96,19.80000000000001,2.9955058178545024,810600,False,False
ADMR.JK,2120.0,2100.0,2094.0,2049.0,1961.25,1847.4,1589.75,27.25999999999999,3.4771813828574256,81056200,False,False
ADRO.JK,2410.0,2356.6666666666665,2346.0,2312.0,2236.0,2097.851037597656,1894.443310546875,31.214896240234385,1.779669039304119,179344900,False,False
AGII.JK,3300.0,3196.6666666666665,3168.0,2890.0,2484.25,1965.6,1740.5,133.44,9.331621013782856,3788300,False,False
AGRO.JK,196.0,204.66666666666666,207.2,210.6,212.8,227.12,228.22,31.120000000000005,2.200980241929954,25380000,False,False
AGRS.JK,71.0,73.33333333333333,74.0,75.1,75.0,78.9,75.81,7.900000000000006,1.440420422633733,6717600,False,False
AHAP.JK,138.0,156.33333333333334,155.8,146.9,139.4,141.88,116.57,18.333333333333343,8.20034039072395,152275000,False,False
AIMS.JK,422.0,443.3333333333333,468.0,450.0,430.6,456.54,431.85,23.0,9.31007929923216,2420300,False,False
AISA.JK,137.0,140.33333333333334,141.2,141.6,139.85,141.36,141.74,4.599999999999994,1.9384059210328355,15340200,True,False
AKKU.JK,38.0,39.666666666666664,39.2,38.3,37.45,37.46,35.79,2.2166666666666615,6.041017833746834,447200,False,False
AKPI.JK,520.0,528.3333333333334,533.0,535.0,538.75,558.0,567.2,7.6,1.185052262606927,362700,False,False
AKRA.JK,1370.0,1305.0,1304.0,1305.5,1294.0,1277.3,1242.2,18.54000000000001,2.7467421714262725,90256700,False,False
AKSI.JK,370.0,370.0,374.8,380.6,373.6,423.22,413.38,26.610000000000014,1.8459278249326285,291100,False,False
ALDO.JK,550.0,550.0,544.0,541.0,542.5,617.1,582.48,15.220000000000004,1.5885647010412212,174700,False,False
ALII.JK,835.0,860.0,877.0,911.5,830.5,990.1,794.2,31.920000000000005,5.594842043678627,3136600,False,False
ALKA.JK,486.0,542.0,557.2,563.1,549.9,480.94,417.81,41.08000000000001,5.249055248787331,320000,False,False
ALMI.JK,74.0,74.0,74.0,74.0,74.0,74.0,74.0,0.0,0.0,0,True,False
ALTO.JK,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0.0,0.0,0,True,False
AMAG.JK,424.0,427.3333333333333,429.2,430.4,430.7,416.64,393.92,7.030000000000001,1.1104175899493862,141500,False,False
AMAN.JK,298.0,311.3333333333333,336.8,328.8,287.1,253.42,206.47,41.69000000000001,6.739859143142013,4534500,False,False
AMAR.JK,202.0,206.0,206.8,207.6,209.1,220.09642578125,224.9925035095215,9.048212890624995,1.9835282221673807,537600,False,False
AMFG.JK,3450.0,3463.3333333333335,3468.0,3475.0,3504.0,3501.0,3454.9,5.4,0.5631080753293995,16500,True,False
AMOR.JK,350.0,353.3333333333333,353.6,351.6,356.7513366699219,366.0186083984375,378.0575189208984,8.009304199218747,1.3132042909798396,1061500,False,False
AMRT.JK,1600.0,1663.3333333333333,1702.0,1778.0,1799.75,1878.2,1918.65,55.64000000000001,2.2980458854116534,62763100,False,False
ANDI.JK,27.0,28.0,27.8,28.2,28.45,29.9,27.62,2.8999999999999986,4.8892274666016124,10319600,False,False
ANJT.JK,1690.0,1728.3333333333333,1734.0,1731.5,1705.5,1749.7,1913.15,11.940000000000008,1.529812493230492,245300,False,False
ANTM.JK,4610.0,4430.0,4426.0,4307.0,4121.0,3852.0,3464.3,75.8,2.8509225066472803,212481100,False,False
APEX.JK,258.0,225.33333333333334,222.8,224.8,211.65,229.32,203.0,23.174999999999997,8.969826153965228,485799200,False,False
APII.JK,196.0,199.0,199.0,199.4,198.55,203.94,195.82,7.939999999999998,1.2679762094743383,125800,False,False
APLN.JK,136.0,142.33333333333334,145.6,148.1,143.5,139.06,119.4,12.099999999999994,4.8238052677361765,48393500,False,False
ARCI.JK,1995.0,1891.6666666666667,1877.0,1820.5,1751.25,1768.1,1491.5032305908203,48.75,3.4638920390700267,233230400,False,False
ARGO.JK,1000.0,1071.6666666666667,1091.0,1108.5,1082.25,1102.2,1078.45,21.7,5.515794947796187,56700,False,False
ARII.JK,286.0,288.6666666666667,290.0,293.2,288.4,304.4,290.06,9.199999999999989,1.0336951420012155,96400,False,False
ARKO.JK,7150.0,7966.666666666667,8735.0,8892.5,8160.0,8267.5,5345.2,69.7,11.228255067234244,3439600,False,False
ARNA.JK,530.0,531.6666666666666,537.0,539.0,534.25,532.1,535.6,1.8,1.3373907328640693,6198600,True,False
ARTA.JK,3100.0,2786.6666666666665,2696.0,2725.0,2669.5,2865.0,2972.7,43.05,5.874633347473269,47100,False,False
